1   5.651   1.375   1.140    0.063   0.034   0.006  18.000 
2   5.678   0.913   1.004    0.071   0.046   0.006  18.000 
3   5.818   0.607   1.072    0.055   0.049   0.006  18.000 
4   5.984   0.984   1.000    0.073   0.045   0.005  18.000 
5   4.768   1.172   0.915    0.068   0.040   0.012  18.000 
6   5.231   1.139   1.207    0.071   0.041   0.008  18.000 
7   4.608   1.008   0.817    0.070   0.044   0.014  18.000 
8   5.625   1.110   0.977    0.072   0.042   0.007  18.000 
9   5.044   0.933   0.972    0.070   0.046   0.010  18.000 
10   5.633   1.148   0.899    0.071   0.041   0.007  18.000 
11   7.122   0.772   1.057    0.066   0.048   0.002  18.000 
12   5.156   1.239   1.085    0.068   0.038   0.009  18.000 
13   5.208   1.061   0.782    0.071   0.043   0.010  18.000 
14   5.709   1.071   0.828    0.072   0.043   0.007  18.000 
15   5.809   1.372   1.000    0.063   0.034   0.006  18.000 
16   5.573   1.087   1.023    0.072   0.042   0.007  18.000 
17   4.999   0.841   0.909    0.068   0.047   0.011  18.000 
18   5.099   1.464   1.060    0.057   0.031   0.009  18.000 
19   5.623   0.938   0.798    0.071   0.045   0.008  18.000 
20   6.465   0.909   0.770    0.071   0.046   0.004  18.000 
21   5.689   0.854   0.834    0.069   0.047   0.007  18.000 
22   6.490   0.879   1.050    0.071   0.046   0.004  18.000 
23   6.309   0.935   0.891    0.072   0.046   0.005  18.000 
24   6.442   0.818   1.075    0.068   0.047   0.004  18.000 
25   6.765   0.947   0.881    0.072   0.045   0.003  18.000 
26   6.051   0.962   0.911    0.072   0.045   0.005  18.000 
27   5.350   1.051   1.013    0.072   0.043   0.008  18.000 
28   4.356   1.080   1.006    0.069   0.043   0.015  18.000 
29   6.396   1.021   0.966    0.073   0.044   0.004  18.000 
30   6.677   1.207   0.689    0.070   0.039   0.004  18.000 
31   4.184   0.868   0.603    0.063   0.047   0.022  18.000 
32   6.302   0.779   0.901    0.066   0.048   0.005  18.000 
33   5.849   0.944   0.779    0.072   0.045   0.007  18.000 
34   4.819   0.686   1.090    0.060   0.049   0.011  18.000 
35   6.392   0.989   1.021    0.073   0.044   0.004  18.000 
36   7.190   1.156   0.858    0.072   0.041   0.003  18.000 
37   6.213   1.164   1.169    0.071   0.040   0.004  18.000 
38   6.650   1.144   0.873    0.072   0.041   0.004  18.000 
39   5.669   1.750   1.371    0.044   0.023   0.005  18.000 
40   5.225   1.949   1.342    0.035   0.017   0.007  18.000 
41   6.117   0.859   0.943    0.070   0.047   0.005  18.000 
42   6.612   0.987   1.183    0.073   0.045   0.003  18.000 
43   6.544   0.750   0.989    0.065   0.048   0.004  18.000 
