37.50 1.0012 3367.00 1025.00 2342.00 3367 3367  3366.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
37.75 0.9997 3366.00 1015.00 2351.00 3366 3366  3365.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
38.00 1.0009 3369.00 1016.00 2353.00 3369 3369  3368.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
38.25 1.0027 3378.00 1033.00 2345.00 3378 3378  3377.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
38.50 1.0059 3398.00 1059.00 2339.00 3398 3398  3397.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
38.75 1.0009 3401.00 1067.00 2334.00 3401 3401  3400.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
39.00 1.0015 3406.00 1067.00 2339.00 3406 3406  3405.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
39.25 1.0003 3407.00 1073.00 2334.00 3407 3407  3406.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
39.50 1.0021 3414.00 1081.00 2333.00 3414 3414  3413.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
39.75 1.0050 3431.00 1115.00 2316.00 3431 3431  3430.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
40.00 1.0017 3437.00 1123.00 2314.00 3437 3437  3436.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
40.25 1.0012 3441.00 1137.00 2304.00 3441 3441  3440.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
40.50 1.0029 3451.00 1153.00 2298.00 3451 3451  3450.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
40.75 1.0035 3463.00 1163.00 2300.00 3463 3463  3462.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
41.00 1.0072 3488.00 1195.00 2293.00 3488 3488  3487.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
41.25 1.0072 3513.00 1240.00 2273.00 3513 3513  3512.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
41.50 1.0057 3533.00 1265.00 2268.00 3533 3533  3532.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
41.75 1.0023 3541.00 1274.00 2267.00 3541 3541  3540.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
42.00 1.0054 3560.00 1304.00 2256.00 3560 3560  3559.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
42.25 1.0070 3585.00 1344.00 2241.00 3585 3585  3584.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
42.50 1.0070 3610.00 1380.00 2230.00 3610 3610  3609.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
42.75 1.0053 3629.00 1414.00 2215.00 3629 3629  3628.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
43.00 1.0061 3651.00 1440.00 2211.00 3651 3651  3650.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
43.25 1.0022 3659.00 1447.00 2212.00 3659 3659  3658.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
43.50 1.0052 3678.00 1461.00 2217.00 3678 3678  3677.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
43.75 1.0005 3680.00 1465.00 2215.00 3680 3680  3679.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
44.00 1.0068 3705.00 1506.00 2199.00 3705 3705  3704.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
44.25 1.0032 3717.00 1519.00 2198.00 3717 3717  3716.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
44.50 1.0011 3721.00 1521.00 2200.00 3721 3721  3720.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
44.75 1.0056 3742.00 1544.00 2198.00 3742 3742  3741.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
45.00 1.0043 3758.00 1572.00 2186.00 3758 3758  3757.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
45.25 1.0040 3773.00 1586.00 2187.00 3773 3773  3772.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
45.50 1.0008 3776.00 1577.00 2199.00 3776 3776  3775.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
45.75 1.0021 3784.00 1578.00 2206.00 3784 3784  3783.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
46.00 1.0024 3793.00 1583.00 2210.00 3793 3793  3792.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
46.25 1.0029 3804.00 1603.00 2201.00 3804 3804  3803.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
46.50 1.0060 3827.00 1636.00 2191.00 3827 3827  3826.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
46.75 1.0010 3831.00 1643.00 2188.00 3831 3831  3830.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
47.00 1.0013 3836.00 1647.00 2189.00 3836 3836  3835.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
47.25 1.0044 3853.00 1675.00 2178.00 3853 3853  3852.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
47.50 1.0034 3866.00 1698.00 2168.00 3866 3866  3865.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
47.75 1.0075 3895.00 1739.00 2156.00 3895 3895  3894.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
48.00 1.0026 3905.00 1753.00 2152.00 3905 3905  3904.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
48.25 1.0013 3910.00 1757.00 2153.00 3910 3910  3909.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
48.50 1.0018 3917.00 1758.00 2159.00 3917 3917  3916.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
48.75 1.0041 3933.00 1780.00 2153.00 3933 3933  3932.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
49.00 1.0033 3946.00 1783.00 2163.00 3946 3946  3945.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
49.25 1.0025 3956.00 1789.00 2167.00 3956 3956  3955.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
49.50 1.0000 3956.00 1782.00 2174.00 3956 3956  3955.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
49.75 1.0020 3964.00 1774.00 2190.00 3964 3964  3963.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
50.00 0.9985 3958.00 1763.00 2195.00 3958 3958  3957.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
50.25 1.0033 3971.00 1780.00 2191.00 3971 3971  3970.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
50.50 0.9982 3964.00 1777.00 2187.00 3964 3964  3963.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
50.75 1.0030 3976.00 1793.00 2183.00 3976 3976  3975.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
51.00 1.0005 3978.00 1780.00 2198.00 3978 3978  3977.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
51.25 1.0018 3985.00 1768.00 2217.00 3985 3985  3984.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
51.50 1.0013 3990.00 1760.00 2230.00 3990 3990  3989.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
51.75 1.0015 3996.00 1761.00 2235.00 3996 3996  3995.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
52.00 1.0018 4003.00 1754.00 2249.00 4003 4003  4002.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
52.25 1.0012 4008.00 1750.00 2258.00 4008 4008  4007.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
52.50 1.0005 4010.00 1733.00 2277.00 4010 4010  4009.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
52.75 0.9998 4009.00 1722.00 2287.00 4009 4009  4008.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
53.00 1.0010 4013.00 1722.00 2291.00 4013 4013  4012.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
53.25 1.0020 4021.00 1709.00 2312.00 4021 4021  4020.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
53.50 0.9975 4011.00 1686.00 2325.00 4011 4011  4010.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
53.75 1.0000 4011.00 1665.00 2346.00 4011 4011  4010.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
54.00 1.0007 4014.00 1665.00 2349.00 4014 4014  4013.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
54.25 1.0007 4017.00 1658.00 2359.00 4017 4017  4016.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
54.50 1.0020 4025.00 1648.00 2377.00 4025 4025  4024.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
54.75 0.9985 4019.00 1630.00 2389.00 4019 4019  4018.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
55.00 0.9993 4016.00 1609.00 2407.00 4016 4016  4015.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
55.25 0.9990 4012.00 1597.00 2415.00 4012 4012  4011.00 0.00 0.00 1.00 5.52 1.00 0.98  0.0
55.50 1.0055 4034.00 1622.00 2412.00 4034 4034  4033.00 0.00 0.00 1.00 5.51 1.00 0.98  0.0
