1   6.301   1.575   1.212    0.058   0.028   0.004  18.000 
2   6.244   1.214   1.052    0.076   0.039   0.004  18.000 
3   5.617   1.054   1.061    0.079   0.043   0.006  18.000 
4   5.280   0.783   1.048    0.072   0.048   0.008  18.000 
5   4.594   1.140   0.811    0.075   0.041   0.015  18.000 
6   5.227   1.086   1.167    0.079   0.042   0.008  18.000 
7   4.805   0.870   0.884    0.075   0.047   0.012  18.000 
8   4.793   1.132   0.790    0.076   0.041   0.013  18.000 
9   4.933   1.095   1.118    0.078   0.042   0.010  18.000 
10   5.214   1.142   1.152    0.078   0.041   0.008  18.000 
11   5.355   1.060   0.989    0.079   0.043   0.008  18.000 
12   5.112   1.084   0.843    0.078   0.042   0.010  18.000 
13   5.404   1.000   1.017    0.079   0.044   0.008  18.000 
14   5.668   0.997   0.938    0.079   0.044   0.007  18.000 
15   4.748   1.049   0.989    0.078   0.043   0.012  18.000 
16   5.663   0.889   0.997    0.077   0.046   0.006  18.000 
17   4.848   0.909   1.482    0.078   0.046   0.008  18.000 
18   7.050   0.815   0.890    0.075   0.047   0.003  18.000 
19   5.269   0.965   0.996    0.079   0.045   0.008  18.000 
20   3.984   1.345   1.016    0.066   0.035   0.019  18.000 
21   4.445   1.024   0.707    0.076   0.044   0.017  18.000 
22   5.812   1.002   0.825    0.079   0.044   0.007  18.000 
23   4.883   0.704   1.016    0.067   0.048   0.011  18.000 
24   5.740   1.121   0.721    0.078   0.042   0.007  18.000 
25   4.915   1.062   1.078    0.078   0.043   0.010  18.000 
26   6.623   0.851   0.862    0.077   0.047   0.004  18.000 
27   6.478   1.127   0.892    0.079   0.041   0.004  18.000 
28   6.670   1.328   1.333    0.072   0.036   0.003  18.000 
29   6.005   1.189   0.791    0.077   0.040   0.006  18.000 
30   4.878   1.185   0.985    0.076   0.040   0.011  18.000 
31   6.299   1.060   1.159    0.080   0.043   0.004  18.000 
32   4.246   0.824   1.098    0.072   0.047   0.015  18.000 
33   6.373   0.823   0.807    0.075   0.047   0.005  18.000 
34   4.664   0.760   0.997    0.070   0.048   0.012  18.000 
35   4.803   0.693   0.926    0.066   0.049   0.012  18.000 
36   5.733   0.903   1.259    0.078   0.046   0.005  18.000 
37   5.278   0.738   0.903    0.070   0.048   0.009  18.000 
38   6.106   1.307   0.949    0.072   0.036   0.005  18.000 
39   5.298   1.083   0.908    0.079   0.042   0.009  18.000 
40   4.767   0.812   0.990    0.073   0.047   0.012  18.000 
41   6.126   0.806   1.013    0.074   0.047   0.005  18.000 
42   6.906   1.762   0.969    0.048   0.022   0.003  18.000 
43   7.894   1.205   0.934    0.077   0.039   0.002  18.000 
44   5.711   0.668   0.920    0.065   0.049   0.007  18.000 
45   6.201   0.947   0.936    0.079   0.045   0.005  18.000 
46   6.269   0.947   0.935    0.079   0.045   0.005  18.000 
47   5.466   1.104   0.925    0.079   0.042   0.008  18.000 
48   5.190   1.350   0.943    0.069   0.035   0.009  18.000 
49   4.671   0.773   1.125    0.071   0.048   0.011  18.000 
50   5.214   1.070   1.033    0.079   0.043   0.008  18.000 
51   5.601   1.150   1.298    0.078   0.041   0.006  18.000 
52   5.720   1.037   1.275    0.080   0.043   0.005  18.000 
53   5.872   0.934   1.361    0.079   0.046   0.005  18.000 
54   6.087   0.846   0.769    0.076   0.047   0.006  18.000 
55   5.832   0.974   1.171    0.080   0.045   0.005  18.000 
56   5.185   1.262   1.002    0.073   0.038   0.009  18.000 
57   6.106   0.988   0.792    0.080   0.045   0.006  18.000 
58   5.732   0.786   0.858    0.073   0.048   0.007  18.000 
59   5.585   1.329   1.012    0.071   0.036   0.007  18.000 
60   4.839   0.868   1.140    0.076   0.047   0.010  18.000 
61   5.058   0.907   0.973    0.077   0.046   0.010  18.000 
62   5.332   1.168   0.862    0.077   0.040   0.009  18.000 
63   5.437   1.001   0.870    0.079   0.044   0.008  18.000 
64   6.070   0.967   1.014    0.080   0.045   0.005  18.000 
65   5.982   1.647   0.863    0.054   0.026   0.006  18.000 
66   4.816   1.300   0.776    0.071   0.036   0.013  18.000 
67   5.174   0.956   0.883    0.078   0.045   0.010  18.000 
68   5.987   1.025   0.848    0.080   0.044   0.006  18.000 
69   5.445   1.406   1.157    0.067   0.033   0.007  18.000 
70   3.920   1.440   1.250    0.062   0.032   0.017  18.000 
