1   5.106   1.301   1.117    0.070   0.036   0.009  18.000 
2   4.345   0.987   1.335    0.076   0.045   0.012  18.000 
3   5.617   1.054   1.061    0.078   0.043   0.006  18.000 
4   5.280   0.783   1.048    0.071   0.048   0.008  18.000 
5   5.806   1.375   0.950    0.068   0.034   0.006  18.000 
6   7.185   1.136   1.208    0.078   0.041   0.002  18.000 
7   5.853   0.870   1.308    0.076   0.047   0.005  18.000 
8   5.712   1.224   0.852    0.074   0.039   0.007  18.000 
9   5.321   1.015   0.988    0.078   0.044   0.008  18.000 
10   5.337   1.159   1.099    0.076   0.041   0.008  18.000 
11   4.906   1.054   0.970    0.077   0.043   0.011  18.000 
12   5.376   1.014   0.795    0.077   0.044   0.009  18.000 
13   6.088   0.847   0.754    0.075   0.047   0.006  18.000 
14   4.695   1.128   0.739    0.074   0.041   0.014  18.000 
15   6.202   1.091   0.969    0.078   0.042   0.005  18.000 
16   4.463   0.958   1.045    0.075   0.045   0.014  18.000 
17   5.336   1.079   0.976    0.077   0.043   0.008  18.000 
18   5.348   0.883   0.909    0.075   0.046   0.008  18.000 
19   4.351   0.972   0.657    0.073   0.045   0.019  18.000 
20   5.265   0.767   0.894    0.070   0.048   0.009  18.000 
21   5.997   0.835   0.876    0.074   0.047   0.006  18.000 
22   6.226   0.969   1.106    0.078   0.045   0.004  18.000 
23   5.358   0.965   1.161    0.078   0.045   0.007  18.000 
24   3.984   1.345   1.016    0.065   0.035   0.019  18.000 
25   7.274   1.218   0.838    0.075   0.039   0.003  18.000 
26   4.789   0.695   0.702    0.064   0.049   0.014  18.000 
27   6.284   0.895   0.894    0.077   0.046   0.005  18.000 
28   5.362   0.832   1.143    0.074   0.047   0.007  18.000 
29   4.292   0.717   0.794    0.064   0.048   0.018  18.000 
30   6.859   1.127   0.934    0.078   0.041   0.003  18.000 
31   6.341   1.060   0.789    0.078   0.043   0.005  18.000 
32   5.834   0.868   0.861    0.075   0.047   0.006  18.000 
33   5.391   0.941   1.091    0.077   0.045   0.007  18.000 
34   5.160   1.023   0.781    0.077   0.044   0.010  18.000 
35   5.256   1.051   1.060    0.078   0.043   0.008  18.000 
36   5.253   1.568   1.393    0.057   0.028   0.007  18.000 
37   6.047   0.841   0.800    0.074   0.047   0.006  18.000 
38   4.361   1.204   1.068    0.072   0.039   0.014  18.000 
39   5.071   0.945   1.067    0.077   0.045   0.009  18.000 
40   5.515   0.862   0.905    0.075   0.047   0.008  18.000 
41   5.708   0.861   0.842    0.075   0.047   0.007  18.000 
42   5.278   0.738   0.903    0.068   0.048   0.009  18.000 
43   6.054   1.354   0.939    0.069   0.035   0.005  18.000 
44   5.870   1.089   0.921    0.078   0.042   0.006  18.000 
45   5.922   1.100   1.004    0.078   0.042   0.005  18.000 
46   6.166   0.634   1.004    0.062   0.049   0.005  18.000 
47   4.421   1.259   1.011    0.070   0.038   0.014  18.000 
48   5.655   1.985   1.136    0.037   0.017   0.006  18.000 
49   5.577   1.424   0.955    0.065   0.033   0.007  18.000 
50   4.429   1.049   0.911    0.075   0.043   0.015  18.000 
51   6.052   0.707   0.892    0.067   0.048   0.005  18.000 
52   6.145   0.643   0.963    0.062   0.049   0.005  18.000 
53   5.173   0.808   0.926    0.072   0.047   0.009  18.000 
54   5.706   0.999   1.126    0.078   0.044   0.006  18.000 
55   5.220   1.021   1.181    0.078   0.044   0.008  18.000 
56   4.976   1.027   1.128    0.077   0.044   0.009  18.000 
57   4.950   1.131   1.142    0.076   0.041   0.009  18.000 
58   4.936   1.017   0.983    0.077   0.044   0.010  18.000 
59   5.214   1.070   1.033    0.077   0.043   0.008  18.000 
60   5.601   1.150   1.298    0.077   0.041   0.006  18.000 
