1   5.682   1.343   1.097    0.083   0.035   0.006  18.000 
2   5.323   0.811   0.773    0.087   0.047   0.009  18.000 
3   6.540   0.752   0.638    0.084   0.048   0.005  18.000 
4   5.869   1.028   1.167    0.094   0.044   0.005  18.000 
5   4.744   1.078   1.267    0.093   0.043   0.010  18.000 
6   4.525   0.960   1.364    0.092   0.045   0.011  18.000 
7   4.812   0.984   1.098    0.093   0.045   0.011  18.000 
8   5.074   0.937   0.696    0.092   0.045   0.011  18.000 
9   6.804   1.054   0.771    0.094   0.043   0.004  18.000 
10   4.363   1.177   0.981    0.089   0.040   0.015  18.000 
11   5.716   1.070   1.116    0.094   0.043   0.006  18.000 
12   5.820   0.912   0.951    0.092   0.046   0.006  18.000 
13   6.749   1.086   1.356    0.094   0.042   0.003  18.000 
14   4.136   1.115   0.943    0.089   0.042   0.018  18.000 
15   4.624   0.730   1.291    0.081   0.048   0.011  18.000 
16   5.582   1.248   0.947    0.088   0.038   0.007  18.000 
17   5.069   0.845   1.036    0.089   0.047   0.009  18.000 
18   4.924   1.041   0.950    0.093   0.043   0.011  18.000 
19   5.023   1.144   0.918    0.091   0.041   0.010  18.000 
20   5.695   0.824   0.976    0.088   0.047   0.006  18.000 
21   5.364   1.083   1.225    0.093   0.042   0.007  18.000 
22   4.620   0.834   0.875    0.087   0.047   0.014  18.000 
23   4.970   0.828   0.917    0.088   0.047   0.011  18.000 
24   6.122   1.177   1.000    0.091   0.040   0.005  18.000 
25   4.936   0.978   1.184    0.093   0.045   0.009  18.000 
26   6.092   0.919   0.831    0.093   0.046   0.005  18.000 
27   4.528   1.030   1.247    0.093   0.044   0.012  18.000 
28   4.751   0.738   1.028    0.082   0.048   0.012  18.000 
29   6.427   0.971   0.530    0.094   0.045   0.005  18.000 
30   4.592   0.911   0.784    0.090   0.046   0.015  18.000 
31   5.273   0.902   1.100    0.092   0.046   0.008  18.000 
32   5.284   1.018   0.851    0.093   0.044   0.009  18.000 
33   6.517   1.005   1.286    0.094   0.044   0.003  18.000 
34   6.500   0.775   0.886    0.086   0.048   0.004  18.000 
35   5.549   0.986   0.777    0.093   0.045   0.008  18.000 
36   4.407   1.066   0.987    0.091   0.043   0.015  18.000 
37   5.726   0.921   1.127    0.093   0.046   0.006  18.000 
38   4.259   0.852   0.972    0.087   0.047   0.016  18.000 
39   4.623   0.941   0.906    0.091   0.045   0.013  18.000 
40   5.814   1.020   1.008    0.094   0.044   0.006  18.000 
41   5.169   1.198   0.966    0.090   0.039   0.009  18.000 
42   5.171   1.135   1.008    0.092   0.041   0.009  18.000 
43   5.955   0.933   0.784    0.093   0.046   0.006  18.000 
44   6.028   1.185   0.861    0.091   0.040   0.006  18.000 
45   5.873   0.950   0.843    0.093   0.045   0.006  18.000 
46   5.315   0.989   0.789    0.093   0.044   0.009  18.000 
47   6.370   0.939   1.039    0.093   0.045   0.004  18.000 
48   6.360   1.074   0.805    0.094   0.043   0.005  18.000 
49   5.689   0.858   1.044    0.090   0.047   0.006  18.000 
